"","county","year","foi","incidence","previousyear","previnf"
"145","Alpena-Michigan","2007",1.39498760541608e-09,0,0,0.999975922289485
"146","Alpena-Michigan","2008",2.63517445678942e-09,0,0,1.39498760541608e-09
"147","Alpena-Michigan","2009",0.00933483213896562,0,0,2.63517445678942e-09
"148","Alpena-Michigan","2010",0.0564802781484512,0,0,0.00933483213896562
"149","Alpena-Michigan","2011",0.0973785392069233,0,0,0.0564802781484512
"150","Alpena-Michigan","2012",0.097916376301013,0,0,0.0973785392069233
"151","Alpena-Michigan","2013",0.198391326863867,1,0,0.097916376301013
"157","Anderson-Tennessee","2007",2.70625467811909e-20,0,0,1
"158","Anderson-Tennessee","2008",0.000331963730999082,0,0,2.70625467811909e-20
"159","Anderson-Tennessee","2009",0.00544032652614508,0,0,0.000331963730999082
"160","Anderson-Tennessee","2010",0.0197254555422207,0,0,0.00544032652614508
"161","Anderson-Tennessee","2011",0.205352969467708,0,0,0.0197254555422207
"162","Anderson-Tennessee","2012",0.714430675951006,0,0,0.205352969467708
"163","Anderson-Tennessee","2013",0.965944967885589,1,0,0.714430675951006
"169","Annapolis-Nova Scotia","2007",3.31928409141664e-09,0,0,0.972984076436159
"170","Annapolis-Nova Scotia","2008",5.22766408923231e-08,0,0,3.31928409141664e-09
"171","Annapolis-Nova Scotia","2009",2.47955449358712e-07,0,0,5.22766408923231e-08
"172","Annapolis-Nova Scotia","2010",0.537621926961753,0,0,2.47955449358712e-07
"173","Annapolis-Nova Scotia","2011",0.72749553417609,0,0,0.537621926961753
"174","Annapolis-Nova Scotia","2012",0.734587775687801,1,0,0.72749553417609
"181","Antigonish-Nova Scotia","2007",3.45932057380985e-15,0,0,1
"182","Antigonish-Nova Scotia","2008",5.89133485911989e-14,0,0,3.45932057380985e-15
"183","Antigonish-Nova Scotia","2009",7.47332746883004e-13,0,0,5.89133485911989e-14
"184","Antigonish-Nova Scotia","2010",0.0750182615588381,0,0,7.47332746883004e-13
"185","Antigonish-Nova Scotia","2011",0.167497943776851,0,0,0.0750182615588381
"186","Antigonish-Nova Scotia","2012",0.690090042041469,1,0,0.167497943776851
"193","Antoine-Labelle-Qu̩bec","2007",0.00131697575805403,0,0,1
"194","Antoine-Labelle-Qu̩bec","2008",0.0116367116135624,0,0,0.00131697575805403
"195","Antoine-Labelle-Qu̩bec","2009",0.224469540109166,0,0,0.0116367116135624
"196","Antoine-Labelle-Qu̩bec","2010",0.96974843724957,0,0,0.224469540109166
"197","Antoine-Labelle-Qu̩bec","2011",0.977100009214401,0,0,0.96974843724957
"198","Antoine-Labelle-Qu̩bec","2012",0.977550676027331,0,0,0.977100009214401
"199","Antoine-Labelle-Qu̩bec","2013",0.999999991340994,0,0,0.977550676027331
"200","Antoine-Labelle-Qu̩bec","2014",0.999999993233296,1,0,0.999999991340994
"205","Armstrong-Pennsylvania","2007",2.00725265074738e-06,0,0,1
"206","Armstrong-Pennsylvania","2008",0.0215817034892487,0,0,2.00725265074738e-06
"207","Armstrong-Pennsylvania","2009",0.179590622974182,0,0,0.0215817034892487
"208","Armstrong-Pennsylvania","2010",0.328929911380571,0,0,0.179590622974182
"209","Armstrong-Pennsylvania","2011",0.959804235797453,1,0,0.328929911380571
"217","Ashland-Ohio","2007",2.34882178981149e-10,0,0,0.999999999947637
"218","Ashland-Ohio","2008",5.5850182164234e-05,0,0,2.34882178981149e-10
"219","Ashland-Ohio","2009",0.0131299796674751,0,0,5.5850182164234e-05
"220","Ashland-Ohio","2010",0.015749794699239,0,0,0.0131299796674751
"221","Ashland-Ohio","2011",0.348887288326373,0,0,0.015749794699239
"222","Ashland-Ohio","2012",0.937630122713499,1,0,0.348887288326373
"229","Athens-Ohio","2007",2.9911274722065e-11,0,0,0.999999998408533
"230","Athens-Ohio","2008",0.00571388454587954,0,0,2.9911274722065e-11
"231","Athens-Ohio","2009",0.0298738630447066,0,0,0.00571388454587954
"232","Athens-Ohio","2010",0.170341234610603,0,0,0.0298738630447066
"233","Athens-Ohio","2011",0.210775039197143,0,0,0.170341234610603
"234","Athens-Ohio","2012",0.590414896713963,1,0,0.210775039197143
"241","Augusta-Virginia","2007",5.78118909382293e-09,0,0,0.999996747534361
"242","Augusta-Virginia","2008",0.334072112381179,0,0,5.78118909382293e-09
"243","Augusta-Virginia","2009",0.665368995907317,0,0,0.334072112381179
"244","Augusta-Virginia","2010",0.961358697044215,1,0,0.665368995907317
"253","Avery-North Carolina","2007",1.39476315489274e-16,0,0,0.999998748351654
"254","Avery-North Carolina","2008",0.048193080619115,0,0,1.39476315489274e-16
"255","Avery-North Carolina","2009",0.244235561742772,0,0,0.048193080619115
"256","Avery-North Carolina","2010",0.496223428818774,1,0,0.244235561742772
"265","Bandera-Texas","2007",2.18652728409803e-68,0,0,0.945402241257038
"266","Bandera-Texas","2008",8.79034544693242e-43,0,0,2.18652728409803e-68
"267","Bandera-Texas","2009",1.46111498755423e-21,0,0,8.79034544693242e-43
"268","Bandera-Texas","2010",1.46111720821864e-21,0,0,1.46111498755423e-21
"269","Bandera-Texas","2011",2.51797975403182e-18,0,0,1.46111720821864e-21
"270","Bandera-Texas","2012",2.51800245374226e-18,0,0,2.51797975403182e-18
"271","Bandera-Texas","2013",2.47828402959596e-17,0,0,2.51800245374226e-18
"272","Bandera-Texas","2014",3.60484909338005e-12,0,0,2.47828402959596e-17
"273","Bandera-Texas","2015",3.66057522811997e-12,0,0,3.60484909338005e-12
"274","Bandera-Texas","2016",1.80437002244289e-05,0,0,3.66057522811997e-12
"275","Bandera-Texas","2017",0.289413744211249,0,0,1.80437002244289e-05
"276","Bandera-Texas","2018",1,1,0,0.289413744211249
"277","Baraga-Michigan","2007",1.65538082173481e-19,0,0,1
"278","Baraga-Michigan","2008",2.31903189906364e-19,0,0,1.65538082173481e-19
"279","Baraga-Michigan","2009",3.57905024946484e-10,0,0,2.31903189906364e-19
"280","Baraga-Michigan","2010",9.83938806535617e-05,0,0,3.57905024946484e-10
"281","Baraga-Michigan","2011",9.88854290512221e-05,0,0,9.83938806535617e-05
"282","Baraga-Michigan","2012",9.91944479519182e-05,0,0,9.88854290512221e-05
"283","Baraga-Michigan","2013",0.348575997082686,0,0,9.91944479519182e-05
"284","Baraga-Michigan","2014",0.89940458785928,0,0,0.348575997082686
"285","Baraga-Michigan","2015",0.998352124912135,0,0,0.89940458785928
"286","Baraga-Michigan","2016",0.999082653694741,1,0,0.998352124912135
"289","Barber-Kansas","2007",1.47511956015925e-50,0,0,1
"290","Barber-Kansas","2008",1.92116342590866e-33,0,0,1.47511956015925e-50
"291","Barber-Kansas","2009",8.92711746365876e-11,0,0,1.92116342590866e-33
"292","Barber-Kansas","2010",8.92711792661745e-11,0,0,8.92711746365876e-11
"293","Barber-Kansas","2011",2.31880528672587e-09,0,0,8.92711792661745e-11
"294","Barber-Kansas","2012",2.39285106738185e-09,0,0,2.31880528672587e-09
"295","Barber-Kansas","2013",1.85195172672956e-06,0,0,2.39285106738185e-09
"296","Barber-Kansas","2014",4.08960157656868e-06,0,0,1.85195172672956e-06
"297","Barber-Kansas","2015",4.51301257243073e-05,0,0,4.08960157656868e-06
"298","Barber-Kansas","2016",0.000568393137961294,0,0,4.51301257243073e-05
"299","Barber-Kansas","2017",0.767981993737918,1,0,0.000568393137961294
"301","Barnstable-Massachusetts","2007",0.0170728015844551,0,0,1
"302","Barnstable-Massachusetts","2008",0.219224095697306,0,0,0.0170728015844551
"303","Barnstable-Massachusetts","2009",0.219373958227222,0,0,0.219224095697306
"304","Barnstable-Massachusetts","2010",0.275518530061257,0,0,0.219373958227222
"305","Barnstable-Massachusetts","2011",0.275538003466152,0,0,0.275518530061257
"306","Barnstable-Massachusetts","2012",0.275538429828837,1,0,0.275538003466152
"313","Barren-Kentucky","2007",5.00641790668981e-22,0,0,1
"314","Barren-Kentucky","2008",2.2813822296671e-06,0,0,5.00641790668981e-22
"315","Barren-Kentucky","2009",3.55387904657726e-05,0,0,2.2813822296671e-06
"316","Barren-Kentucky","2010",0.0230401521249004,0,0,3.55387904657726e-05
"317","Barren-Kentucky","2011",0.114347311471374,0,0,0.0230401521249004
"318","Barren-Kentucky","2012",0.610803541334487,0,0,0.114347311471374
"319","Barren-Kentucky","2013",0.961578571217324,0,0,0.610803541334487
"320","Barren-Kentucky","2014",0.998756239980008,1,0,0.961578571217324
"325","Barry-Missouri","2007",7.09575023894913e-40,0,0,0.999843739505532
"326","Barry-Missouri","2008",5.38172635472756e-22,0,0,7.09575023894913e-40
"327","Barry-Missouri","2009",0.000932256513374719,0,0,5.38172635472756e-22
"328","Barry-Missouri","2010",0.000932262488467542,0,0,0.000932256513374719
"329","Barry-Missouri","2011",0.0104010419542862,0,0,0.000932262488467542
"330","Barry-Missouri","2012",0.0107864387809502,0,0,0.0104010419542862
"331","Barry-Missouri","2013",0.109649309850495,0,0,0.0107864387809502
"332","Barry-Missouri","2014",0.390366041222773,0,0,0.109649309850495
"333","Barry-Missouri","2015",0.77533131097945,1,0,0.390366041222773
"337","Bartow-Georgia","2007",4.69591964892689e-25,0,0,1
"338","Bartow-Georgia","2008",8.8693190881623e-07,0,0,4.69591964892689e-25
"339","Bartow-Georgia","2009",3.35458096538357e-05,0,0,8.8693190881623e-07
"340","Bartow-Georgia","2010",0.00135904945404516,0,0,3.35458096538357e-05
"341","Bartow-Georgia","2011",0.0574085955061906,0,0,0.00135904945404516
"342","Bartow-Georgia","2012",0.264463499230055,0,0,0.0574085955061906
"343","Bartow-Georgia","2013",0.602449577074938,1,0,0.264463499230055
"349","Bath-Virginia","2007",5.3849529974684e-10,0,0,0.996848123425889
"350","Bath-Virginia","2008",0.118095501796934,1,0,5.3849529974684e-10
"361","Baxter-Arkansas","2007",5.14030975080642e-37,0,0,0.999993946589111
"362","Baxter-Arkansas","2008",1.14893057252839e-18,0,0,5.14030975080642e-37
"363","Baxter-Arkansas","2009",0.0151229349476014,0,0,1.14893057252839e-18
"364","Baxter-Arkansas","2010",0.015124592184707,0,0,0.0151229349476014
"365","Baxter-Arkansas","2011",0.0153320079757039,1,0,0.015124592184707
"373","Beaver-Pennsylvania","2007",1.0799868411224e-07,0,0,0.999999999999991
"374","Beaver-Pennsylvania","2008",0.00403611979617924,0,0,1.0799868411224e-07
"375","Beaver-Pennsylvania","2009",0.207367095683453,0,0,0.00403611979617924
"376","Beaver-Pennsylvania","2010",0.30327198108062,0,0,0.207367095683453
"377","Beaver-Pennsylvania","2011",0.805266008075435,1,0,0.30327198108062
"385","Becker-Minnesota","2007",2.67101236317527e-33,0,0,0.99999999950548
"386","Becker-Minnesota","2008",6.55787106714078e-33,0,0,2.67101236317527e-33
"387","Becker-Minnesota","2009",2.50844970523799e-15,0,0,6.55787106714078e-33
"388","Becker-Minnesota","2010",1.01353880490064e-13,0,0,2.50844970523799e-15
"389","Becker-Minnesota","2011",1.016892186815e-13,0,0,1.01353880490064e-13
"390","Becker-Minnesota","2012",5.52173614423921e-13,0,0,1.016892186815e-13
"391","Becker-Minnesota","2013",6.40611216222197e-06,0,0,5.52173614423921e-13
"392","Becker-Minnesota","2014",0.000800824572154222,0,0,6.40611216222197e-06
"393","Becker-Minnesota","2015",0.0794495969730403,1,0,0.000800824572154222
"397","Bedford-Pennsylvania","2007",6.99233712102082e-06,0,0,1
"398","Bedford-Pennsylvania","2008",0.0574535412178135,0,0,6.99233712102082e-06
"399","Bedford-Pennsylvania","2009",0.366204072390138,0,0,0.0574535412178135
"400","Bedford-Pennsylvania","2010",0.739794370320731,0,0,0.366204072390138
"401","Bedford-Pennsylvania","2011",0.96307606143695,1,0,0.739794370320731
"409","Bedford-Tennessee","2007",1.2857565721473e-25,0,0,0.999999999798239
"410","Bedford-Tennessee","2008",7.79743192798536e-08,0,0,1.2857565721473e-25
"411","Bedford-Tennessee","2009",2.7586888745449e-06,0,0,7.79743192798536e-08
"412","Bedford-Tennessee","2010",0.00932435200280911,0,0,2.7586888745449e-06
"413","Bedford-Tennessee","2011",0.139002939567045,0,0,0.00932435200280911
"414","Bedford-Tennessee","2012",0.512981018303278,0,0,0.139002939567045
"415","Bedford-Tennessee","2013",0.7017749842358,1,0,0.512981018303278
"421","Bell-Kentucky","2007",2.73207493424071e-18,0,0,0.999856680023667
"422","Bell-Kentucky","2008",0.00251879634652086,0,0,2.73207493424071e-18
"423","Bell-Kentucky","2009",0.0228610105167971,0,0,0.00251879634652086
"424","Bell-Kentucky","2010",0.0659563301667097,0,0,0.0228610105167971
"425","Bell-Kentucky","2011",0.239926068935964,0,0,0.0659563301667097
"426","Bell-Kentucky","2012",0.755961855328559,1,0,0.239926068935964
"433","Bennington-Vermont","2007",0.530680248056315,1,0,0.987796490616686
"445","Benton-Arkansas","2007",1.65329465216731e-41,0,0,1
"446","Benton-Arkansas","2008",4.77496006718813e-23,0,0,1.65329465216731e-41
"447","Benton-Arkansas","2009",0.000205239016702969,0,0,4.77496006718813e-23
"448","Benton-Arkansas","2010",0.000205240017129731,0,0,0.000205239016702969
"449","Benton-Arkansas","2011",0.00462014609451707,0,0,0.000205240017129731
"450","Benton-Arkansas","2012",0.0046791195222909,0,0,0.00462014609451707
"451","Benton-Arkansas","2013",0.0374470392629171,0,0,0.0046791195222909
"452","Benton-Arkansas","2014",0.253939100406645,0,0,0.0374470392629171
"453","Benton-Arkansas","2015",0.638513457006281,1,0,0.253939100406645
"457","Berkshire-Massachusetts","2007",0.690144979551767,1,0,1
"469","Bexar-Texas","2007",3.9694259765556e-67,0,0,1
"470","Bexar-Texas","2008",2.12072180431683e-41,0,0,3.9694259765556e-67
"471","Bexar-Texas","2009",3.95349427693832e-21,0,0,2.12072180431683e-41
"472","Bexar-Texas","2010",3.95351198401915e-21,0,0,3.95349427693832e-21
"473","Bexar-Texas","2011",6.560117430422e-18,0,0,3.95351198401915e-21
"474","Bexar-Texas","2012",6.56017115366631e-18,0,0,6.560117430422e-18
"475","Bexar-Texas","2013",1.48437505902147e-16,0,0,6.56017115366631e-18
"476","Bexar-Texas","2014",8.4414431776038e-12,0,0,1.48437505902147e-16
"477","Bexar-Texas","2015",8.50283890169899e-12,0,0,8.4414431776038e-12
"478","Bexar-Texas","2016",1.42166376116522e-06,0,0,8.50283890169899e-12
"479","Bexar-Texas","2017",0.295528050705427,0,0,1.42166376116522e-06
"480","Bexar-Texas","2018",1,1,0,0.295528050705427
"481","Bibb-Alabama","2007",3.51430667515642e-31,0,0,1
"482","Bibb-Alabama","2008",7.69330073283312e-11,0,0,3.51430667515642e-31
"483","Bibb-Alabama","2009",7.3760676391039e-09,0,0,7.69330073283312e-11
"484","Bibb-Alabama","2010",2.00756946572402e-05,0,0,7.3760676391039e-09
"485","Bibb-Alabama","2011",0.0165501851934417,0,0,2.00756946572402e-05
"486","Bibb-Alabama","2012",0.0284325662162201,0,0,0.0165501851934417
"487","Bibb-Alabama","2013",0.172524599390087,0,0,0.0284325662162201
"488","Bibb-Alabama","2014",0.240208537783661,0,0,0.172524599390087
"489","Bibb-Alabama","2015",0.342815686888788,0,0,0.240208537783661
"490","Bibb-Alabama","2016",0.999999842851919,1,0,0.342815686888788
"493","Blair-Pennsylvania","2007",3.0845267875724e-05,0,0,0.999997246523146
"494","Blair-Pennsylvania","2008",0.128890690811859,0,0,3.0845267875724e-05
"495","Blair-Pennsylvania","2009",0.339072269428159,1,0,0.128890690811859
"505","Blanco-Texas","2007",9.22816700927283e-65,0,0,0.999999999980685
"506","Blanco-Texas","2008",1.21370773544799e-39,0,0,9.22816700927283e-65
"507","Blanco-Texas","2009",4.02984534693142e-19,0,0,1.21370773544799e-39
"508","Blanco-Texas","2010",4.02985761757638e-19,0,0,4.02984534693142e-19
"509","Blanco-Texas","2011",5.25561860520913e-16,0,0,4.02985761757638e-19
"510","Blanco-Texas","2012",5.25568758528769e-16,0,0,5.25561860520913e-16
"511","Blanco-Texas","2013",4.96513242688116e-15,0,0,5.25568758528769e-16
"512","Blanco-Texas","2014",3.88517526768633e-10,0,0,4.96513242688116e-15
"513","Blanco-Texas","2015",3.93715271166956e-10,0,0,3.88517526768633e-10
"514","Blanco-Texas","2016",2.0854666058402e-05,0,0,3.93715271166956e-10
"515","Blanco-Texas","2017",0.220086383719351,1,0,2.0854666058402e-05
"517","Bland-Virginia","2007",1.99919851846933e-13,0,0,1
"518","Bland-Virginia","2008",0.191308504832436,1,0,1.99919851846933e-13
"529","Blount-Alabama","2007",1.50788021525283e-28,0,0,0.998379699521344
"530","Blount-Alabama","2008",3.25855873474267e-09,0,0,1.50788021525283e-28
"531","Blount-Alabama","2009",1.89861896833417e-07,0,0,3.25855873474267e-09
"532","Blount-Alabama","2010",0.000199364875436729,0,0,1.89861896833417e-07
"533","Blount-Alabama","2011",0.0825323759585875,0,0,0.000199364875436729
"534","Blount-Alabama","2012",0.167033599857011,0,0,0.0825323759585875
"535","Blount-Alabama","2013",0.398273466549367,0,0,0.167033599857011
"536","Blount-Alabama","2014",0.640599912078453,0,0,0.398273466549367
"537","Blount-Alabama","2015",0.830447792264244,0,0,0.640599912078453
"538","Blount-Alabama","2016",0.9999975290533,1,0,0.830447792264244
"541","Blount-Tennessee","2007",1.39097254655386e-20,0,0,0.999957685873811
"542","Blount-Tennessee","2008",0.000384901486141856,0,0,1.39097254655386e-20
"543","Blount-Tennessee","2009",0.0072968656598556,0,0,0.000384901486141856
"544","Blount-Tennessee","2010",0.0393196737809493,0,0,0.0072968656598556
"545","Blount-Tennessee","2011",0.157645962072728,1,0,0.0393196737809493
"553","Boone-Arkansas","2007",8.43080491190432e-39,0,0,0.919638726602822
"554","Boone-Arkansas","2008",2.16406440569234e-20,0,0,8.43080491190432e-39
"555","Boone-Arkansas","2009",0.00356924805148664,0,0,2.16406440569234e-20
"556","Boone-Arkansas","2010",0.00356934198718473,0,0,0.00356924805148664
"557","Boone-Arkansas","2011",0.0570668965213458,0,0,0.00356934198718473
"558","Boone-Arkansas","2012",0.0579007677306805,0,0,0.0570668965213458
"559","Boone-Arkansas","2013",0.223682789788695,0,0,0.0579007677306805
"560","Boone-Arkansas","2014",0.611421783022611,1,0,0.223682789788695
"565","Boone-Missouri","2007",2.18290607214595e-32,0,0,0.999999999999999
"566","Boone-Missouri","2008",1.13100622675269e-18,0,0,2.18290607214595e-32
"567","Boone-Missouri","2009",0.0380604185505626,0,0,1.13100622675269e-18
"568","Boone-Missouri","2010",0.0380606919489771,0,0,0.0380604185505626
"569","Boone-Missouri","2011",0.0666085523654606,0,0,0.0380606919489771
"570","Boone-Missouri","2012",0.12115043202846,0,0,0.0666085523654606
"571","Boone-Missouri","2013",0.353423371726159,1,0,0.12115043202846
"577","Botetourt-Virginia","2007",6.63491514567345e-11,0,0,1
"578","Botetourt-Virginia","2008",0.182665273944813,0,0,6.63491514567345e-11
"579","Botetourt-Virginia","2009",0.550590042819443,0,0,0.182665273944813
"580","Botetourt-Virginia","2010",0.977379995413964,1,0,0.550590042819443
"589","Breckinridge-Kentucky","2007",1.0596371757875e-21,0,0,0.999966621167478
"590","Breckinridge-Kentucky","2008",3.54750257536922e-07,0,0,1.0596371757875e-21
"591","Breckinridge-Kentucky","2009",4.56502952099061e-06,0,0,3.54750257536922e-07
"592","Breckinridge-Kentucky","2010",0.136515036106635,0,0,4.56502952099061e-06
"593","Breckinridge-Kentucky","2011",0.344717410900379,1,0,0.136515036106635
"601","Bruce-Ontario","2007",2.09385671032439e-06,0,0,0.999992748525772
"602","Bruce-Ontario","2008",4.25198731413417e-06,0,0,2.09385671032439e-06
"603","Bruce-Ontario","2009",0.474988355187133,0,0,4.25198731413417e-06
"604","Bruce-Ontario","2010",0.820384574183805,1,0,0.474988355187133
"613","Buchanan-Missouri","2007",1.29785241960251e-36,0,0,1
"614","Buchanan-Missouri","2008",7.35371708027202e-24,0,0,1.29785241960251e-36
"615","Buchanan-Missouri","2009",0.000301650719781113,0,0,7.35371708027202e-24
"616","Buchanan-Missouri","2010",0.000301650759487013,0,0,0.000301650719781113
"617","Buchanan-Missouri","2011",0.00042817164017331,0,0,0.000301650759487013
"618","Buchanan-Missouri","2012",0.000594972644297225,0,0,0.00042817164017331
"619","Buchanan-Missouri","2013",0.319703126988715,0,0,0.000594972644297225
"620","Buchanan-Missouri","2014",0.92019869793702,0,0,0.319703126988715
"621","Buchanan-Missouri","2015",0.959260387293841,1,0,0.92019869793702
"625","Bucks-Pennsylvania","2007",0.0319595238927757,0,0,1
"626","Bucks-Pennsylvania","2008",0.454445370521474,0,0,0.0319595238927757
"627","Bucks-Pennsylvania","2009",0.861290534663794,1,0,0.454445370521474
"637","Buncombe-North Carolina","2007",1.61232286923486e-18,0,0,0.999999999999995
"638","Buncombe-North Carolina","2008",0.00559142951545615,0,0,1.61232286923486e-18
"639","Buncombe-North Carolina","2009",0.05991250874784,0,0,0.00559142951545615
"640","Buncombe-North Carolina","2010",0.31109858702647,0,0,0.05991250874784
"641","Buncombe-North Carolina","2011",0.442425527120168,0,0,0.31109858702647
"642","Buncombe-North Carolina","2012",0.640496073613977,1,0,0.442425527120168
"648","Buncombe-North Carolina","2018",0.971589641606495,0,1,0.875949568865509
"649","Butler-Pennsylvania","2007",6.00414718037967e-07,0,0,0.971589641606495
"650","Butler-Pennsylvania","2008",0.00854083776936781,0,0,6.00414718037967e-07
"651","Butler-Pennsylvania","2009",0.194277363853908,0,0,0.00854083776936781
"652","Butler-Pennsylvania","2010",0.292807942536763,0,0,0.194277363853908
"653","Butler-Pennsylvania","2011",0.924779434186442,1,0,0.292807942536763
"661","Calhoun-Alabama","2007",1.42170694069608e-27,0,0,0.999999999923648
"662","Calhoun-Alabama","2008",2.05913448218486e-08,0,0,1.42170694069608e-27
"663","Calhoun-Alabama","2009",1.08225912532877e-06,0,0,2.05913448218486e-08
"664","Calhoun-Alabama","2010",0.000104585698292731,0,0,1.08225912532877e-06
"665","Calhoun-Alabama","2011",0.0626470602223447,0,0,0.000104585698292731
