County	State province	Country
Dodge	Wisconsin	USA
Dane	Wisconsin	USA
Onondaga	New York	USA
Erie	New York	USA
Livingston	New York	USA
Green	Wisconsin	USA
Cattaraugus	New York	USA
Carroll	Illinois	USA
Tioga	Pennsylvania	USA
Warren	Pennsylvania	USA
Itasca	Minnesota	USA
Kittitas	Washington	USA
Mercer	North Dakota	USA
Pierce	Washington	USA
Lewis	Washington	USA
Polk	Wisconsin	USA
St. Croix	Wisconsin	USA
Pepin	Wisconsin	USA
Jackson	Wisconsin	USA
Wabasha	Minnesota	USA
Juneau	Wisconsin	USA
Olmsted	Minnesota	USA
Winona	Minnesota	USA
Monroe	Wisconsin	USA
La Crosse	Wisconsin	USA
Jackson	South Dakota	USA
Custer	South Dakota	USA
Vernon	Wisconsin	USA
Niobrara	Wyoming	USA
Dixon	Nebraska	USA
Goshen	Wyoming	USA
Lancaster	Nebraska	USA
Plumas	California	USA
Rooks	Kansas	USA
Pratt	Kansas	USA
Kiowa	Kansas	USA
Barber	Kansas	USA
Comanche	Kansas	USA
Cherokee	Kansas	USA
Newton	Missouri	USA
Ottawa	Oklahoma	USA
Woods	Oklahoma	USA
Woodward	Oklahoma	USA
Stokes	North Carolina	USA
Madison	North Carolina	USA
Rowan	North Carolina	USA
Sequoyah	Oklahoma	USA
Wheeler	Texas	USA
Montgomery	North Carolina	USA
Gaston	North Carolina	USA
Le Flore	Oklahoma	USA
Greenville	South Carolina	USA
Spartanburg	South Carolina	USA
Cherokee	South Carolina	USA
York	South Carolina	USA
Lancaster	South Carolina	USA
Madison	Alabama	USA
Catoosa	Georgia	USA
Union	Georgia	USA
Union	South Carolina	USA
Habersham	Georgia	USA
Laurens	South Carolina	USA
Blount	Alabama	USA
Foard	Texas	USA
Wayne	Mississippi	USA
San Saba	Texas	USA
Sutton	Texas	USA
Blanco	Texas	USA
Liberty	Texas	USA
Hays	Texas	USA
Val Verde	Texas	USA
Kerr	Texas	USA
Kendall	Texas	USA
Comal	Texas	USA
Bandera	Texas	USA
Bexar	Texas	USA
Victoria	Texas	USA
Frio	Texas	USA
Baraga	Michigan	USA
Emmet	Michigan	USA
Grand Traverse	Michigan	USA
Calumet	Wisconsin	USA
Lake	Michigan	USA
Columbia	Wisconsin	USA
Washington	Wisconsin	USA
